Formatted Date,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
2007-01-19,9.4,7.3,0.78,30.4,283.0,13.0,1008.6
2007-01-20,7.4,5.4,0.79,13.7,212.0,10.1,1019.5
2007-01-21,8.0,6.8,0.85,8.5,214.0,8.1,1016.3
2007-01-22,6.3,4.8,0.75,8.4,137.0,11.8,977.2
2007-01-23,6.3,4.0,0.88,12.8,76.0,10.1,1008.7
2007-01-24,6.6,3.8,0.86,18.9,224.0,10.6,997.8
2007-01-25,-0.7,-5.0,0.81,14.9,290.0,11.6,971.8
2007-01-26,-2.5,-3.3,0.79,4.5,247.0,10.5,1022.4
2007-01-27,-1.6,-6.0,0.8,17.2,263.0,9.7,1018.6
2007-01-28,1.1,-4.0,0.74,21.1,257.0,11.8,1022.8
2007-01-29,5.4,1.2,0.66,30.0,272.0,12.2,1012.7
2007-01-30,4.6,1.0,0.75,20.0,280.0,12.4,1019.1
2007-01-31,3.3,0.3,0.78,12.2,233.0,12.1,1020.9
2007-02-01,5.9,2.0,0.71,31.1,296.0,12.1,1016.8
2007-02-02,2.2,0.0,0.75,8.9,263.0,11.7,1027.4
2007-02-03,4.1,0.5,0.77,21.7,283.0,10.8,1021.8
2007-02-04,2.0,-1.2,0.75,13.2,280.0,12.0,1024.5
2007-02-05,2.1,-0.5,0.76,11.9,216.0,12.1,1017.4
2007-02-06,5.3,3.5,0.72,9.4,187.0,11.9,965.4
2007-02-07,6.1,4.4,0.82,8.5,180.0,10.9,1006.1
2007-02-08,8.2,6.7,0.76,15.5,197.0,10.1,1006.0
2007-02-09,7.0,6.0,0.88,7.1,206.0,9.3,1009.5
2007-02-10,7.1,6.5,0.91,6.8,96.0,7.3,1010.8
2007-02-11,7.6,7.4,0.97,3.1,205.0,1.4,1010.9
2007-02-12,7.3,5.2,0.95,12.2,186.0,4.7,1007.5
2007-02-13,6.9,4.7,0.94,12.1,215.0,9.8,1002.1
2007-02-14,7.0,5.4,0.79,13.2,274.0,12.2,1013.0
2007-02-15,6.1,4.2,0.88,10.6,213.0,9.8,1016.1
2007-02-16,5.1,3.4,0.85,7.9,199.0,11.9,1022.7
2007-02-17,2.7,0.1,0.9,10.7,76.0,9.4,1028.2
2007-02-18,2.5,-1.5,0.78,16.7,154.0,11.4,1026.1
2007-02-19,2.5,0.8,0.87,6.7,226.0,8.1,1016.9
2007-02-20,4.0,3.6,0.82,4.9,174.0,6.2,974.7
2007-02-21,6.9,6.5,0.83,6.4,119.0,8.4,1017.9
2007-02-22,8.4,7.4,0.86,10.5,227.0,8.6,1013.9
2007-02-23,3.5,1.4,0.87,8.9,124.0,5.9,1016.9
2007-02-24,1.7,-3.3,0.63,22.9,149.0,11.3,1020.2
2007-02-25,1.1,-4.3,0.61,24.5,150.0,12.0,1016.1
2007-02-26,2.4,-1.7,0.84,19.9,206.0,8.1,1010.1
2007-02-27,4.5,2.7,0.84,10.0,276.0,8.5,1013.5
2007-02-28,6.4,4.1,0.77,14.2,206.0,11.3,967.9
2007-03-01,10.8,9.9,0.75,15.1,201.0,12.3,965.4
2007-03-02,7.8,5.9,0.87,11.6,233.0,12.1,1006.8
2007-03-03,7.1,5.0,0.84,15.1,204.0,9.1,1011.2
2007-03-04,7.1,4.0,0.74,23.6,302.0,11.3,1019.5
2007-03-05,5.1,3.7,0.72,9.2,153.0,10.6,983.6
2007-03-06,8.1,7.0,0.64,10.7,129.0,11.7,896.7
2007-03-07,10.7,9.5,0.63,18.6,155.0,11.9,930.2
2007-03-08,10.3,9.3,0.66,14.6,163.0,11.6,973.9
2007-03-09,8.7,7.8,0.81,7.7,255.0,9.7,980.8
2007-03-10,8.2,6.8,0.84,8.8,158.0,10.2,1026.7
2007-03-11,8.2,6.7,0.71,13.5,206.0,11.4,1031.2
2007-03-12,8.2,7.8,0.67,6.6,259.0,9.6,1029.6
2007-03-13,10.5,10.2,0.7,8.8,195.0,12.0,1026.3
2007-03-14,10.1,9.8,0.7,4.4,179.0,9.4,1026.1
2007-03-15,9.0,7.9,0.62,12.7,92.0,11.2,983.7
2007-03-16,7.3,7.2,0.65,3.6,191.0,10.8,1024.0
2007-03-17,10.5,10.2,0.59,14.6,265.0,9.3,1018.3
2007-03-18,11.7,10.9,0.58,18.8,221.0,11.5,1010.2
2007-03-19,11.2,10.5,0.63,12.1,171.0,10.6,994.5
2007-03-20,9.1,7.8,0.73,18.5,146.0,11.1,990.1
2007-03-21,4.4,2.2,0.82,10.2,274.0,12.0,999.7
2007-03-22,5.0,3.1,0.82,10.4,161.0,11.6,1007.4
2007-03-23,6.5,3.0,0.92,20.5,271.0,7.1,996.0
2007-03-24,6.1,3.1,0.84,14.9,115.0,10.7,1007.9
2007-03-25,8.5,7.2,0.72,12.3,58.0,11.9,1019.7
2007-03-26,7.6,6.6,0.8,8.8,77.0,11.9,980.5
2007-03-27,7.5,6.7,0.65,8.8,111.0,11.3,1023.5
2007-03-28,8.6,7.6,0.57,16.5,127.0,11.7,1022.1
2007-03-29,,7.4,0.6,13.9,132.0,12.2,
2007-03-30,9.0,7.9,0.66,12.0,102.0,12.3,1017.0
2007-03-31,9.6,9.3,0.65,5.0,177.0,11.5,1018.6
2007-04-01,9.9,9.1,0.68,7.3,113.0,10.5,1027.4
2007-04-02,9.8,9.4,0.56,5.1,115.0,10.8,1025.9
2007-04-03,10.2,9.7,0.55,6.3,207.0,11.3,1012.1
2007-04-04,10.4,9.3,0.55,13.3,62.0,11.8,1009.5
2007-04-05,7.7,5.6,0.5,16.1,184.0,12.1,1015.8
2007-04-06,11.1,10.3,0.56,13.9,280.0,12.1,1016.7
2007-04-07,10.9,10.4,0.61,10.6,305.0,11.9,1019.5
2007-04-08,10.3,9.3,0.56,11.8,269.0,12.0,1020.6
2007-04-09,11.7,11.5,0.55,7.6,253.0,12.1,1018.6
2007-04-10,14.0,13.7,0.54,13.9,301.0,11.9,1017.4
2007-04-11,12.2,12.0,0.62,5.7,160.0,12.6,1022.3
2007-04-12,14.1,14.0,0.62,4.9,209.0,11.9,1023.9
2007-04-13,14.8,14.5,0.56,8.9,59.0,12.1,1024.1
2007-04-14,14.4,14.0,0.45,11.9,74.0,11.9,1023.3
2007-04-15,14.3,14.0,0.46,14.6,60.0,11.9,1022.6
2007-04-16,10.8,10.2,0.51,11.2,54.0,11.9,1023.1
2007-04-17,12.0,11.8,0.52,4.9,185.0,11.9,1018.6
2007-04-18,13.5,12.9,0.5,19.3,263.0,12.0,1014.1
2007-04-19,9.5,8.9,0.49,8.5,274.0,11.7,1019.8
2007-04-20,13.0,12.6,0.46,10.7,268.0,11.9,1016.3
2007-04-21,11.5,10.8,0.43,9.4,238.0,14.4,1020.5
2007-04-22,10.3,9.8,0.45,9.4,110.0,15.6,1025.1
2007-04-23,11.9,11.9,0.43,5.2,177.0,12.1,1024.1
2007-04-24,14.3,14.2,0.56,8.7,214.0,12.0,1018.0
2007-04-25,12.7,12.4,0.73,11.7,97.0,11.7,976.2
2007-04-26,14.2,14.0,0.64,8.0,129.0,10.8,1023.3
2007-04-27,14.7,14.6,0.56,5.2,181.0,10.8,1023.7
2007-04-28,16.6,16.5,0.45,10.2,296.0,11.7,763.9
2007-04-29,17.0,16.9,0.49,14.5,157.0,11.7,1012.5
2007-04-30,12.7,12.3,0.52,8.5,180.0,11.9,1013.0
2007-05-01,11.0,9.9,0.4,13.5,38.0,12.3,1013.7
2007-05-02,9.8,8.5,0.33,10.9,90.0,11.9,1019.0
2007-05-03,14.4,13.9,0.41,10.2,115.0,11.9,1014.6
2007-05-04,15.3,15.3,0.69,12.0,128.0,11.4,1011.6
2007-05-05,19.0,19.0,0.67,11.0,127.0,11.1,1007.0
2007-05-06,14.8,14.8,0.88,9.4,218.0,7.0,1010.5
2007-05-07,15.8,15.8,0.77,8.3,268.0,9.9,1011.8
2007-05-08,16.9,16.9,0.65,11.2,282.0,12.4,1012.2
2007-05-09,13.9,13.9,0.76,12.1,287.0,12.5,1015.5
2007-05-10,16.3,16.3,0.73,8.6,232.0,12.0,1017.5
2007-05-11,19.8,19.8,0.59,13.9,186.0,12.4,1011.8
2007-05-12,17.1,17.1,0.62,8.2,241.0,12.4,1014.2
2007-05-13,20.2,20.2,0.56,8.2,135.0,11.7,1016.7
2007-05-14,21.7,21.6,0.54,11.3,169.0,12.4,1012.9
2007-05-15,21.4,21.2,0.59,11.9,210.0,11.0,1010.1
2007-05-16,15.7,15.7,0.68,12.1,326.0,12.1,1013.1
2007-05-17,15.2,15.1,0.64,5.8,223.0,12.4,1008.8
2007-05-18,12.4,12.4,0.69,18.8,152.0,10.6,1011.3
2007-05-19,14.5,14.5,0.8,6.3,182.0,10.6,1014.5
2007-05-20,17.9,17.9,0.78,3.8,205.0,8.9,1016.9
2007-05-21,21.9,21.9,0.64,11.6,232.0,11.2,1015.0
2007-05-22,21.3,21.4,0.67,10.3,175.0,12.0,1012.2
2007-05-23,21.8,21.8,0.67,8.1,226.0,11.9,970.9
2007-05-24,21.6,21.6,0.67,9.1,104.0,12.1,970.9
2007-05-25,20.1,20.1,0.76,8.3,157.0,11.5,1012.0
2007-05-26,22.8,22.9,0.68,8.8,155.0,10.4,1007.7
2007-05-27,22.9,22.9,0.65,9.3,167.0,11.9,1003.9
2007-05-28,21.0,21.0,0.69,14.0,142.0,12.1,997.3
2007-05-29,17.6,17.6,0.66,8.7,221.0,11.6,1002.3
2007-05-30,15.1,15.1,0.71,11.9,303.0,11.5,1010.6
2007-05-31,15.1,14.9,0.69,6.9,243.0,11.7,1014.2
2007-06-01,17.9,17.9,0.69,8.0,244.0,11.4,1013.5
2007-06-02,18.5,18.5,,6.7,177.0,11.9,1015.0
2007-06-03,20.8,20.8,0.65,5.9,165.0,11.3,1017.0
2007-06-04,20.3,20.3,0.71,10.0,154.0,12.1,1017.3
2007-06-05,20.1,20.1,0.75,9.3,83.0,11.0,1014.4
2007-06-06,20.2,20.2,0.75,8.2,159.0,12.1,1014.2
2007-06-07,21.1,21.1,0.67,7.3,125.0,10.7,1015.2
2007-06-08,21.9,21.7,0.61,5.2,159.0,11.1,1015.8
2007-06-09,21.9,21.9,0.64,6.0,193.0,12.7,1016.2
2007-06-10,22.8,22.6,0.6,7.4,163.0,11.7,1014.2
2007-06-11,21.0,21.0,0.69,7.7,166.0,12.8,1011.3
2007-06-12,21.2,21.1,0.67,6.5,153.0,10.8,1009.3
2007-06-13,22.4,22.3,0.64,8.2,186.0,10.6,
2007-06-14,23.6,23.6,0.64,8.1,162.0,10.8,926.1
2007-06-15,25.3,25.3,0.6,9.9,170.0,11.4,1008.8
2007-06-16,21.0,21.0,0.77,6.5,206.0,11.8,1009.7
2007-06-17,22.7,22.5,0.61,5.4,229.0,11.0,1011.9
2007-06-18,23.8,23.6,0.59,11.5,234.0,12.1,1012.1
2007-06-19,23.5,23.3,0.59,7.2,223.0,11.9,1014.8
2007-06-20,25.7,25.5,0.57,6.3,140.0,11.7,1014.6
2007-06-21,26.6,26.4,0.55,14.1,145.0,10.5,1011.2
2007-06-22,24.6,24.4,0.59,10.7,227.0,11.2,1011.6
2007-06-23,21.6,21.5,0.59,11.9,297.0,12.2,1012.3
2007-06-24,22.9,22.7,0.51,6.5,197.0,11.9,1017.0
2007-06-25,26.2,25.8,0.51,10.6,170.0,12.4,1008.6
2007-06-26,23.1,23.0,0.51,14.9,221.0,12.1,962.4
2007-06-27,20.4,20.4,0.53,9.5,244.0,11.8,1007.5
2007-06-28,17.8,17.8,0.53,11.9,290.0,12.1,802.3
2007-06-29,19.7,19.7,0.51,7.6,242.0,11.8,1017.1
2007-06-30,20.5,20.4,0.52,6.0,197.0,12.7,1017.0
2007-07-01,22.4,22.1,0.5,6.7,204.0,11.9,1015.5
2007-07-02,25.3,24.7,0.49,10.3,174.0,11.9,1010.7
2007-07-03,22.9,22.8,0.58,8.7,236.0,11.9,1010.3
2007-07-04,20.5,20.6,0.69,14.7,253.0,11.3,1004.6
2007-07-05,17.4,17.4,0.57,23.7,282.0,12.1,1009.0
2007-07-06,19.2,19.2,0.52,18.3,265.0,12.8,1011.9
2007-07-07,21.6,21.5,0.51,12.0,249.0,12.0,1016.2
2007-07-08,23.2,22.9,0.49,6.9,158.0,12.0,1017.5
2007-07-09,26.1,25.7,0.49,10.9,175.0,11.9,1010.6
2007-07-10,16.9,16.9,0.76,13.9,296.0,12.2,1009.4
2007-07-11,16.9,16.9,0.62,9.6,263.0,12.5,1011.8
2007-07-12,17.9,17.9,0.57,12.7,289.0,11.9,1015.8
2007-07-13,20.1,19.9,0.5,10.6,282.0,11.9,1019.5
2007-07-14,24.1,23.6,0.47,7.9,229.0,12.2,977.8
2007-07-15,26.0,25.5,0.48,7.4,188.0,11.9,1021.1
2007-07-16,27.2,26.6,0.46,8.0,144.0,11.9,1019.2
2007-07-17,28.5,27.7,0.42,10.2,176.0,11.9,1016.2
2007-07-18,29.9,29.4,0.41,9.6,161.0,11.7,1015.1
2007-07-19,30.3,29.8,0.42,6.6,168.0,11.9,1014.2
2007-07-20,30.1,29.3,0.39,7.2,166.0,11.9,1012.9
2007-07-21,29.7,29.0,0.4,6.1,206.0,12.1,1011.2
2007-07-22,30.8,29.8,0.36,13.7,244.0,11.9,1008.6
2007-07-23,27.0,26.3,0.38,12.3,232.0,11.9,1009.1
2007-07-24,27.6,27.0,0.44,16.9,235.0,11.5,1005.4
2007-07-25,21.0,20.8,0.47,18.6,309.0,11.5,1014.8
2007-07-26,21.3,21.0,0.41,7.7,135.0,12.2,1016.5
2007-07-27,24.0,23.2,0.41,5.4,228.0,12.1,1015.1
2007-07-28,27.2,26.5,0.39,7.7,213.0,11.6,1014.2
2007-07-29,24.7,24.4,0.48,12.3,289.0,11.3,1012.4
2007-07-30,17.2,17.2,0.67,17.7,308.0,12.5,1012.3
2007-07-31,18.1,18.1,0.5,10.4,252.0,11.9,1016.5
2007-08-01,18.9,18.8,0.46,6.7,217.0,11.9,1016.8
2007-08-02,21.6,21.2,0.45,7.6,153.0,11.9,1016.3
2007-08-03,22.8,22.4,0.5,11.1,194.0,11.9,1015.6
2007-08-04,17.4,17.4,0.71,12.2,189.0,12.0,1018.8
2007-08-05,20.4,20.4,0.59,12.7,147.0,12.4,1015.9
2007-08-06,22.3,22.2,0.66,10.6,81.0,13.1,1011.8
2007-08-07,22.8,22.6,0.61,7.6,158.0,11.9,1009.5
2007-08-08,24.4,24.0,0.52,5.3,254.0,12.0,1009.0
2007-08-09,25.2,24.9,0.54,7.5,164.0,11.8,1006.8
2007-08-10,24.0,23.8,0.58,8.7,144.0,12.2,1006.7
2007-08-11,21.1,21.1,0.68,9.7,174.0,12.9,1007.3
2007-08-12,19.8,19.8,0.76,11.2,228.0,12.5,1007.8
2007-08-13,22.8,22.6,0.61,15.4,288.0,12.1,1009.8
2007-08-14,23.4,23.1,0.54,10.2,301.0,11.9,970.0
2007-08-15,24.8,24.2,0.5,6.6,250.0,12.0,1013.1
2007-08-16,26.4,25.8,0.45,9.8,148.0,12.0,1011.8
2007-08-17,26.8,26.6,0.47,9.5,261.0,12.1,1012.9
2007-08-18,23.1,23.0,0.62,9.7,238.0,12.1,1014.9
2007-08-19,24.2,24.2,0.6,10.2,79.0,12.1,1011.0
2007-08-20,24.8,24.8,0.58,12.8,156.0,11.8,1006.8
2007-08-21,23.9,23.6,0.59,11.0,155.0,12.0,1009.1
2007-08-22,26.6,26.4,0.53,13.5,170.0,11.7,1012.2
2007-08-23,29.5,29.8,0.5,10.1,165.0,11.9,1015.3
2007-08-24,29.2,29.7,0.5,11.0,217.0,11.9,1019.6
2007-08-25,27.3,26.8,0.45,11.9,299.0,11.7,1022.2
2007-08-26,24.9,24.5,0.45,13.1,279.0,11.9,1020.8
2007-08-27,23.6,23.0,0.45,6.0,214.0,12.2,1018.0
2007-08-28,21.9,21.9,0.63,12.6,253.0,13.3,930.5
2007-08-29,20.0,19.9,0.61,11.2,84.0,12.1,971.4
2007-08-30,18.3,18.3,0.74,14.1,115.0,12.2,1013.7
2007-08-31,18.8,18.8,0.59,9.8,285.0,11.8,1015.9
2007-09-01,19.2,19.2,0.58,14.9,308.0,11.9,1015.9
2007-09-02,17.1,17.1,0.57,9.2,290.0,11.9,1017.8
2007-09-03,18.1,18.1,0.54,5.0,243.0,12.2,1013.1
2007-09-04,13.8,13.8,0.76,18.1,313.0,9.6,1009.8
2007-09-05,9.5,7.6,0.86,15.5,276.0,10.4,1010.9
2007-09-06,9.8,9.1,0.84,8.7,176.0,9.2,1013.7
2007-09-07,9.8,9.5,0.82,4.5,208.0,6.6,1015.5
2007-09-08,13.9,13.9,0.81,11.2,292.0,10.9,1014.0
2007-09-09,15.8,15.8,0.66,21.7,289.0,12.7,1013.0
2007-09-10,15.2,15.2,0.6,14.3,239.0,12.0,1015.0
2007-09-11,13.2,13.2,0.78,13.2,252.0,12.0,1012.9
2007-09-12,13.9,13.5,0.7,20.2,303.0,12.4,1018.3
2007-09-13,15.0,14.9,0.67,11.2,300.0,12.1,1022.5
2007-09-14,14.9,14.8,0.69,4.3,226.0,11.1,1020.9
2007-09-15,16.2,16.1,0.63,16.1,276.0,10.9,1019.9
2007-09-16,15.8,15.7,0.54,8.2,214.0,11.9,1023.1
2007-09-17,19.9,19.9,0.58,10.6,175.0,11.9,1016.8
2007-09-18,21.0,20.9,0.65,17.3,238.0,11.9,1011.3
2007-09-19,12.7,12.5,0.7,14.4,276.0,12.6,1020.7
2007-09-20,10.6,9.9,0.64,9.6,150.0,11.6,1025.9
2007-09-21,11.2,11.2,0.62,4.3,164.0,11.1,1028.4
2007-09-22,12.4,12.3,0.63,3.2,163.0,11.6,1027.2
2007-09-23,13.4,13.4,0.6,3.7,129.0,11.1,
2007-09-24,13.8,13.6,0.62,4.9,76.0,11.4,1021.8
2007-09-25,14.6,14.4,0.62,6.5,121.0,10.6,1014.4
2007-09-26,13.1,13.0,0.77,8.2,158.0,10.0,1011.8
2007-09-27,16.3,16.3,0.79,13.7,145.0,8.8,1009.7
2007-09-28,15.4,15.4,0.83,14.0,156.0,9.2,1011.9
2007-09-29,14.6,14.5,0.72,5.2,166.0,7.5,1021.7
2007-09-30,15.2,15.1,0.68,4.2,187.0,10.3,1025.3
2007-10-01,16.5,16.4,0.63,7.0,90.0,11.9,1026.2
2007-10-02,16.5,16.5,0.65,6.5,151.0,11.4,1023.0
2007-10-03,16.4,16.4,0.6,6.1,171.0,10.7,1020.6
2007-10-04,16.3,16.2,0.74,4.6,167.0,8.1,1021.1
2007-10-05,17.3,17.3,0.78,7.8,295.0,7.6,1019.3
2007-10-06,14.4,14.4,0.76,10.8,137.0,9.1,1019.1
2007-10-07,12.5,12.2,0.67,8.9,34.0,10.9,1021.0
2007-10-08,11.5,11.4,0.66,3.7,175.0,10.9,937.9
2007-10-09,12.4,12.2,0.64,5.9,147.0,10.7,810.8
2007-10-10,11.9,11.7,0.69,9.3,48.0,10.8,1023.3
2007-10-11,13.0,13.0,0.81,4.7,165.0,9.1,1023.2
2007-10-12,12.9,12.9,0.76,8.7,252.0,7.6,1018.8
2007-10-13,8.5,7.2,0.68,13.9,211.0,11.3,1021.1
2007-10-14,5.1,4.4,0.6,6.7,230.0,10.6,1028.0
2007-10-15,6.0,5.7,0.62,5.3,161.0,9.6,1028.6
2007-10-16,7.5,7.1,0.64,5.1,121.0,11.3,1026.3
2007-10-17,8.3,8.2,0.63,3.6,128.0,10.1,1022.8
2007-10-18,10.5,10.4,0.62,12.6,241.0,10.5,975.7
2007-10-19,7.0,4.0,0.72,19.3,315.0,10.3,1020.3
2007-10-20,4.4,2.1,0.73,9.8,228.0,12.0,1024.7
2007-10-21,5.4,2.3,0.78,15.2,59.0,11.9,1021.8
2007-10-22,7.6,4.3,0.84,20.4,34.0,10.6,1011.3
2007-10-23,8.4,6.2,0.89,15.6,92.0,10.6,1009.3
2007-10-24,7.0,5.3,0.8,9.7,222.0,10.7,1018.8
2007-10-25,7.0,4.7,0.8,12.7,172.0,10.6,1024.3
2007-10-26,8.3,7.1,0.87,9.6,59.0,5.0,1027.7
2007-10-27,10.4,10.1,0.82,9.0,151.0,7.2,856.4
2007-10-28,10.1,10.0,0.93,3.9,57.0,1.9,341.4
2007-10-29,10.7,10.4,0.89,8.6,149.0,7.6,340.1
2007-10-30,10.7,10.0,0.83,11.9,147.0,9.8,339.4
2007-10-31,10.3,9.5,0.88,9.2,73.0,5.1,340.9
2007-11-01,7.3,5.1,0.78,16.6,146.0,10.0,599.8
2007-11-02,7.3,6.8,0.81,7.6,280.0,8.0,1028.3
2007-11-03,7.8,7.3,0.87,7.3,228.0,4.4,982.3
2007-11-04,9.0,7.8,0.83,15.6,260.0,9.2,1017.8
2007-11-05,5.5,2.7,0.76,14.7,134.0,12.4,1025.0
2007-11-06,3.6,1.9,0.81,8.2,166.0,11.1,1023.5
2007-11-07,5.8,2.1,0.69,21.2,269.0,11.8,1019.6
2007-11-08,7.1,4.6,0.75,19.2,270.0,13.6,1015.0
2007-11-09,6.5,3.6,0.81,16.9,241.0,9.7,1008.5
2007-11-10,4.9,0.7,0.7,24.3,302.0,12.3,1008.1
2007-11-11,3.9,-0.2,0.73,20.2,248.0,12.5,1007.1
2007-11-12,3.3,-0.4,0.71,17.6,265.0,12.1,1011.2
2007-11-13,2.3,-1.1,0.75,14.1,237.0,12.1,1013.6
2007-11-14,3.1,-0.2,0.72,13.5,127.0,10.9,1005.7
2007-11-15,1.6,-2.4,0.9,15.2,219.0,5.3,1007.5
2007-11-16,1.3,-1.4,0.84,10.0,194.0,6.0,1022.4
2007-11-17,1.0,-3.1,0.86,14.7,20.0,4.8,1021.5
2007-11-18,1.3,-1.1,0.88,9.0,246.0,5.5,1014.5
2007-11-19,3.6,2.7,0.88,5.0,278.0,4.8,1022.5
2007-11-20,2.4,0.6,0.92,7.1,123.0,2.5,1027.1
2007-11-21,1.7,-1.2,0.85,10.9,159.0,5.6,1023.2
2007-11-22,4.9,3.0,0.83,9.8,159.0,6.6,1020.4
2007-11-23,6.4,4.6,0.76,10.8,163.0,8.3,1019.5
2007-11-24,,5.1,0.83,6.0,171.0,5.0,1021.3
2007-11-25,6.0,4.6,0.89,8.1,227.0,4.5,1018.3
2007-11-26,3.2,-0.8,0.83,17.8,256.0,11.3,1017.1
2007-11-27,1.3,-3.7,0.72,21.6,277.0,12.0,1023.3
2007-11-28,-0.6,-3.5,0.72,10.2,222.0,11.4,1027.4
2007-11-29,-1.6,-4.5,0.76,8.5,98.0,10.1,1020.4
2007-11-30,-0.8,-3.2,0.84,8.3,243.0,8.5,1014.1
2007-12-01,1.7,-1.1,0.89,9.6,175.0,3.6,1017.0
2007-12-02,1.8,-0.9,0.91,9.6,166.0,2.6,1017.7
2007-12-03,5.7,3.2,0.85,13.1,181.0,7.4,1002.5
2007-12-04,4.3,0.5,0.75,18.3,309.0,11.9,968.9
2007-12-05,1.5,-1.4,0.79,11.0,301.0,11.5,1023.7
2007-12-06,1.3,0.1,0.82,5.4,247.0,7.9,1022.2
2007-12-07,3.1,0.2,0.83,12.5,163.0,6.0,1012.8
2007-12-08,5.5,4.0,0.92,7.5,153.0,3.1,1009.5
2007-12-09,4.3,3.3,0.93,5.4,142.0,1.9,1006.0
2007-12-10,5.9,4.1,0.89,9.2,166.0,4.1,1002.6
2007-12-11,4.9,3.3,0.91,7.8,220.0,3.8,1011.1
2007-12-12,5.1,2.9,0.89,10.0,32.0,6.1,1020.9
2007-12-13,1.7,-2.6,0.7,17.5,152.0,12.3,1027.2
2007-12-14,-2.5,-7.6,0.76,16.4,98.0,11.3,1027.2
2007-12-15,-3.2,-8.1,0.86,15.0,27.0,7.8,1029.7
2007-12-16,-1.6,-5.1,0.9,10.3,151.0,5.4,1033.1
2007-12-17,-2.4,-6.6,0.81,11.5,29.0,9.7,1038.3
2007-12-18,-4.2,-6.0,0.8,5.9,239.0,7.7,1038.2
2007-12-19,-6.7,-8.4,0.89,5.2,278.0,1.5,1039.8
2007-12-20,-3.6,-5.3,,5.5,257.0,4.3,1039.9
2007-12-21,-4.0,-4.1,0.89,2.5,194.0,3.3,1038.6
2007-12-22,-5.0,-6.3,0.9,4.6,154.0,2.8,1036.3
2007-12-23,-4.3,-4.5,0.92,2.9,156.0,3.0,1033.9
2007-12-24,-4.2,-6.0,0.85,5.5,72.0,5.7,1032.4
2007-12-25,-3.4,-4.7,0.83,5.2,67.0,4.7,1031.6
2007-12-26,-3.2,-5.3,0.84,6.5,158.0,4.0,1033.1
2007-12-27,-4.0,-5.3,0.86,4.7,262.0,5.0,1039.6
2007-12-28,-4.2,-4.8,0.87,3.2,176.0,4.7,1040.5
2007-12-29,-5.1,-6.8,0.89,5.9,129.0,3.0,1034.3
2007-12-30,-4.8,-6.5,0.87,5.4,168.0,4.6,1028.8
2007-12-31,-5.4,-6.0,0.86,2.6,150.0,5.6,1029.0
2008-01-01,-5.7,-10.2,0.88,10.7,87.0,3.5,1024.5
2008-01-02,-3.7,-5.6,0.9,6.2,246.0,1.9,1024.2
2008-01-03,-5.0,-7.8,0.9,7.1,100.0,3.6,1027.0
2008-01-04,-8.3,-13.1,0.82,11.5,94.0,6.8,1032.5
2008-01-05,-5.6,-12.5,0.73,23.3,147.0,9.5,1029.9
2008-01-06,-0.7,-5.6,0.85,21.6,176.0,8.4,1019.9
2008-01-07,-1.3,-3.6,0.96,8.7,182.0,0.3,1023.3
2008-01-08,-1.3,-3.9,0.97,7.8,175.0,0.2,1028.5
2008-01-09,-1.7,-3.9,0.97,6.8,107.0,0.3,1028.7
2008-01-10,-1.4,-2.0,0.96,3.6,135.0,1.7,1028.0
2008-01-11,0.3,-2.4,0.85,11.3,149.0,5.2,1024.9
2008-01-12,3.0,-1.1,0.78,17.5,149.0,10.9,1019.1
2008-01-13,4.0,1.3,0.76,11.8,119.0,10.8,1021.8
2008-01-14,3.0,0.3,0.78,10.9,161.0,7.7,1022.7
2008-01-15,0.9,-2.0,0.89,10.1,171.0,3.8,895.3
2008-01-16,3.2,-1.3,0.8,20.8,155.0,10.9,1016.5
2008-01-17,4.6,1.3,0.8,16.0,148.0,11.0,1018.8
2008-01-18,4.5,2.6,0.88,9.7,193.0,6.1,1023.3
2008-01-19,3.5,1.3,0.96,9.2,186.0,1.4,1027.2
2008-01-20,8.3,6.8,0.84,10.8,233.0,7.8,1025.6
2008-01-21,5.4,4.1,0.85,7.4,199.0,4.4,1019.0
2008-01-22,4.8,1.9,0.84,15.8,239.0,9.9,1011.2
2008-01-23,1.3,-2.4,0.69,15.8,239.0,12.5,1030.0
2008-01-24,-1.1,-2.2,0.77,5.3,193.0,11.3,1035.9
2008-01-25,-0.1,-2.0,0.8,7.8,187.0,9.1,1036.4
2008-01-26,1.2,-2.2,0.76,12.9,229.0,9.6,1032.7
2008-01-27,6.5,1.7,0.68,37.9,302.0,12.2,1017.7
2008-01-28,1.9,-1.4,0.56,18.0,221.0,12.4,1029.6
2008-01-29,0.1,-0.6,0.72,4.5,145.0,11.4,1032.2
2008-01-30,2.3,-0.2,0.67,9.6,138.0,11.9,1027.2
2008-01-31,2.7,0.7,0.78,8.8,247.0,10.3,1023.3
2008-02-01,3.3,1.0,0.81,12.4,159.0,5.8,1018.5
2008-02-02,6.7,4.4,0.75,13.8,224.0,8.8,1016.9
2008-02-03,3.9,2.1,0.78,7.6,175.0,10.4,1028.2
2008-02-04,6.8,3.9,0.76,20.9,154.0,10.4,1021.7
2008-02-05,6.2,4.7,0.79,8.9,193.0,8.7,1022.0
2008-02-06,4.1,3.1,0.91,6.2,163.0,2.0,1025.2
2008-02-07,5.4,1.7,0.8,20.8,325.0,10.7,1028.1
